epoch	batch	iter	loss	acc	lr	Failure_case_True	Failure_case_Pred
0	218	-190	tensor(0.0814, device='cuda:0')	0.97	1e-06	[15 17 14]	[ 0  0 13]
0	219	-189	tensor(0.0592, device='cuda:0')	0.97	1e-06	[ 8 17  1]	[7 0 3]
0	220	-188	tensor(0.0135, device='cuda:0')	1.0	1e-06	[]	[]
0	221	-187	tensor(0.0506, device='cuda:0')	0.98	1e-06	[ 7 12]	[ 0 11]
0	222	-186	tensor(0.0427, device='cuda:0')	0.98	1e-06	[0 4]	[16  2]
0	223	-185	tensor(0.0300, device='cuda:0')	0.98	1e-06	[16 16]	[0 0]
0	224	-184	tensor(0.0323, device='cuda:0')	0.99	1e-06	[16]	[0]
0	225	-183	tensor(0.0114, device='cuda:0')	1.0	1e-06	[]	[]
0	226	-182	tensor(0.0529, device='cuda:0')	0.99	1e-06	[0]	[16]
0	227	-181	tensor(0.0706, device='cuda:0')	0.98	1e-06	[ 7 12]	[ 0 10]
0	228	-180	tensor(0.0213, device='cuda:0')	1.0	1e-06	[]	[]
0	229	-179	tensor(0.0434, device='cuda:0')	0.98	1e-06	[ 6 13]	[ 5 12]
0	230	-178	tensor(0.0505, device='cuda:0')	0.98	1e-06	[13 11]	[ 0 12]
0	231	-177	tensor(0.0724, device='cuda:0')	0.96	1e-06	[ 0  5  8 14]	[16  0  0 13]
0	232	-176	tensor(0.0249, device='cuda:0')	0.99	1e-06	[16]	[0]
0	233	-175	tensor(0.0629, device='cuda:0')	0.97	1e-06	[13 11  4]	[14  8  0]
0	234	-174	tensor(0.0496, device='cuda:0')	0.99	1e-06	[8]	[0]
0	235	-173	tensor(0.0411, device='cuda:0')	0.98	1e-06	[0 0]	[ 8 16]
0	236	-172	tensor(0.0430, device='cuda:0')	0.98	1e-06	[14  8]	[12  0]
0	237	-171	tensor(0.0550, device='cuda:0')	0.97	1e-06	[17  2  9]	[0 0 0]
0	238	-170	tensor(0.0395, device='cuda:0')	0.98	1e-06	[ 4 15]	[2 0]
0	239	-169	tensor(0.0866, device='cuda:0')	0.97	1e-06	[14 17  9]	[13  9 10]
0	240	-168	tensor(0.1182, device='cuda:0')	0.97	1e-06	[ 3 15  3]	[4 0 4]
0	241	-167	tensor(0.0533, device='cuda:0')	0.99	1e-06	[4]	[2]
0	242	-166	tensor(0.0352, device='cuda:0')	0.98	1e-06	[0 6]	[6 5]
0	243	-165	tensor(0.0155, device='cuda:0')	1.0	1e-06	[]	[]
0	244	-164	tensor(0.0684, device='cuda:0')	0.98	1e-06	[3 9]	[ 4 10]
0	245	-163	tensor(0.0974, device='cuda:0')	0.96	1e-06	[ 0 16  9  1]	[5 0 6 0]
0	246	-162	tensor(0.0611, device='cuda:0')	0.99	1e-06	[16]	[0]
0	247	-161	tensor(0.0231, device='cuda:0')	0.99	1e-06	[10]	[0]
0	248	-160	tensor(0.0183, device='cuda:0')	1.0	1e-06	[]	[]
0	249	-159	tensor(0.0583, device='cuda:0')	0.99	1e-06	[12]	[11]
0	250	-158	tensor(0.0646, device='cuda:0')	0.99	1e-06	[5]	[0]
0	251	-157	tensor(0.0512, device='cuda:0')	0.98	1e-06	[17  0]	[ 0 16]
0	252	-156	tensor(0.0104, device='cuda:0')	1.0	1e-06	[]	[]
0	253	-155	tensor(0.0134, device='cuda:0')	1.0	1e-06	[]	[]
0	254	-154	tensor(0.0449, device='cuda:0')	0.99	1e-06	[0]	[8]
0	255	-153	tensor(0.0059, device='cuda:0')	1.0	1e-06	[]	[]
0	256	-152	tensor(0.0214, device='cuda:0')	0.99	1e-06	[0]	[16]
0	257	-151	tensor(0.0840, device='cuda:0')	0.95	1e-06	[0 8 8 8 0]	[5 7 7 0 2]
0	258	-150	tensor(0.0492, device='cuda:0')	0.98	1e-06	[13 11]	[0 0]
0	259	-149	tensor(0.0130, device='cuda:0')	1.0	1e-06	[]	[]
0	260	-148	tensor(0.0528, device='cuda:0')	0.99	1e-06	[9]	[0]
0	261	-147	tensor(0.0122, device='cuda:0')	1.0	1e-06	[]	[]
0	262	-146	tensor(0.0177, device='cuda:0')	0.99	1e-06	[11]	[9]
0	263	-145	tensor(0.0406, device='cuda:0')	0.99	1e-06	[0]	[11]
0	264	-144	tensor(0.0341, device='cuda:0')	0.99	1e-06	[17]	[0]
0	265	-143	tensor(0.0620, device='cuda:0')	0.98	1e-06	[11  8]	[12  0]
0	266	-142	tensor(0.0468, device='cuda:0')	0.98	1e-06	[12 16]	[11  0]
0	267	-141	tensor(0.0504, device='cuda:0')	0.98	1e-06	[ 0 10]	[16  9]
0	268	-140	tensor(0.0273, device='cuda:0')	1.0	1e-06	[]	[]
0	269	-139	tensor(0.1189, device='cuda:0')	0.96	1e-06	[0 3 7 9]	[17  0  8 10]
0	270	-138	tensor(0.0355, device='cuda:0')	0.99	1e-06	[6]	[5]
0	271	-137	tensor(0.0408, device='cuda:0')	0.99	1e-06	[9]	[0]
0	272	-136	tensor(0.0378, device='cuda:0')	0.98	1e-06	[ 4 16]	[0 0]
0	273	-135	tensor(0.0113, device='cuda:0')	1.0	1e-06	[]	[]
0	274	-134	tensor(0.1762, device='cuda:0')	0.95	1e-06	[11  6  0 16  9]	[13  9 16  0 11]
0	275	-133	tensor(0.0125, device='cuda:0')	1.0	1e-06	[]	[]
0	276	-132	tensor(0.0367, device='cuda:0')	0.99	1e-06	[6]	[5]
0	277	-131	tensor(0.0231, device='cuda:0')	0.99	1e-06	[16]	[0]
0	278	-130	tensor(0.0380, device='cuda:0')	0.99	1e-06	[6]	[0]
0	279	-129	tensor(0.0131, device='cuda:0')	1.0	1e-06	[]	[]
0	280	-128	tensor(0.0594, device='cuda:0')	0.98	1e-06	[ 5 16]	[ 0 15]
0	281	-127	tensor(0.0456, device='cuda:0')	0.99	1e-06	[9]	[11]
0	282	-126	tensor(0.0580, device='cuda:0')	0.99	1e-06	[8]	[11]
0	283	-125	tensor(0.0301, device='cuda:0')	0.99	1e-06	[1]	[3]
0	284	-124	tensor(0.0364, device='cuda:0')	0.98	1e-06	[16  8]	[0 0]
0	285	-123	tensor(0.0263, device='cuda:0')	1.0	1e-06	[]	[]
0	286	-122	tensor(0.0799, device='cuda:0')	0.98	1e-06	[3 8]	[4 7]
0	287	-121	tensor(0.0261, device='cuda:0')	1.0	1e-06	[]	[]
0	288	-120	tensor(0.0317, device='cuda:0')	0.99	1e-06	[0]	[5]
0	289	-119	tensor(0.0383, device='cuda:0')	0.99	1e-06	[1]	[3]
0	290	-118	tensor(0.0535, device='cuda:0')	0.98	1e-06	[ 2 16]	[4 0]
0	291	-117	tensor(0.0741, device='cuda:0')	0.99	1e-06	[9]	[0]
0	292	-116	tensor(0.0233, device='cuda:0')	1.0	1e-06	[]	[]
0	293	-115	tensor(0.0383, device='cuda:0')	0.99	1e-06	[1]	[15]
0	294	-114	tensor(0.0853, device='cuda:0')	0.97	1e-06	[13 13  4]	[11 11  2]
0	295	-113	tensor(0.0689, device='cuda:0')	0.98	1e-06	[10 16]	[12  0]
0	296	-112	tensor(0.0334, device='cuda:0')	0.98	1e-06	[13  8]	[14  0]
0	297	-111	tensor(0.0280, device='cuda:0')	1.0	1e-06	[]	[]
0	298	-110	tensor(0.0285, device='cuda:0')	0.99	1e-06	[7]	[8]
0	299	-109	tensor(0.0116, device='cuda:0')	1.0	1e-06	[]	[]
0	300	-108	tensor(0.0344, device='cuda:0')	0.99	1e-06	[8]	[7]
0	301	-107	tensor(0.0120, device='cuda:0')	1.0	1e-06	[]	[]
0	302	-106	tensor(0.0770, device='cuda:0')	0.97	1e-06	[8 7 8]	[0 8 0]
0	303	-105	tensor(0.0358, device='cuda:0')	0.99	1e-06	[14]	[13]
0	304	-104	tensor(0.0212, device='cuda:0')	0.99	1e-06	[5]	[0]
0	305	-103	tensor(0.0773, device='cuda:0')	0.97	1e-06	[0 0 2]	[ 2 16  0]
0	306	-102	tensor(0.0247, device='cuda:0')	0.99	1e-06	[7]	[8]
0	307	-101	tensor(0.0294, device='cuda:0')	1.0	1e-06	[]	[]
0	308	-100	tensor(0.0454, device='cuda:0')	0.98	1e-06	[ 7 10]	[ 0 12]
0	309	-99	tensor(0.0513, device='cuda:0')	0.97	1e-06	[13  8  5]	[14  7  0]
0	310	-98	tensor(0.0383, device='cuda:0')	0.99	1e-06	[9]	[10]
0	311	-97	tensor(0.0159, device='cuda:0')	1.0	1e-06	[]	[]
